created_at,sensor id,agv id,route id,ultrasonic_cm,distance to obstacle (cms),pir_detected,pir status,ir_detected,ir status,proximity alert (yes/no),collision warning (yes/no),robot position x,robot position y,speed (cm/sec),collision_risk_class,high_traffic_zone,obstacle_present,path_efficiency_score,navigation_action
2025-06-02 21:09:00,SENSOR_2,AGV_5,ROUTE_1,61.20444131,31.16,1,detected,0,off,no,no,20.31,84.3,25.88,low,no,no,71.28,stop
2025-06-02 21:10:16,SENSOR_3,AGV_4,ROUTE_1,124.85,71.4,0,not detected,1,on,no,no,73.56,52.35,33.69,low,no,no,80.99,slow
2025-06-02 21:11:31,SENSOR_3,AGV_2,ROUTE_1,125.39,66.23,0,not detected,0,off,no,no,35.74,92.37,31.56,low,no,no,86.13,slow
2025-06-02 21:12:47,SENSOR_3,AGV_1,ROUTE_1,138.86,60.36,1,detected,0,off,no,no,65.16,29.06,33.48,low,no,no,88.02,stop
2025-06-02 21:14:02,SENSOR_3,AGV_5,ROUTE_3,57.2,60.47,0,not detected,0,off,no,no,85.52,17.18,20.93,low,yes,yes,78.71,turn
2025-06-02 21:15:18,SENSOR_1,AGV_2,ROUTE_1,139.8,85.4,0,not detected,1,on,no,no,63.36,42.93,34.55,low,no,no,88.23,slow
2025-06-02 21:16:34,SENSOR_3,AGV_2,ROUTE_2,60.54,43.36,0,not detected,1,on,no,no,32.84,81.51,33.12,low,no,no,100,turn
2025-06-02 21:17:49,SENSOR_3,AGV_2,ROUTE_1,136.39,53.37,1,detected,1,on,no,no,50.11,88.71,29.57,low,yes,yes,72.73,stop
2025-06-02 21:19:05,SENSOR_1,AGV_3,ROUTE_3,,42.52,0,not detected,0,off,no,no,81.98,47.55,33.6,low,no,yes,88.89,stop
2025-06-02 21:20:20,SENSOR_1,AGV_3,ROUTE_2,13.61572442,70.19,1,detected,0,off,yes,yes,17.09,65.13,26.87,high,yes,no,70.34,stop
2025-06-02 21:21:36,SENSOR_2,AGV_2,ROUTE_1,,69.68,0,not detected,0,off,no,no,23.23,63.13,26.31,low,yes,no,77.46,turn
2025-06-02 21:22:52,SENSOR_3,AGV_1,ROUTE_2,36.32,27.21,0,not detected,0,off,yes,no,82.89,20.64,32.76,medium,no,yes,74.52,slow
2025-06-02 21:24:07,SENSOR_1,AGV_4,ROUTE_1,156.23,77.67,0,not detected,1,on,no,no,42.2,92.08,22.81,low,no,no,65.24,slow
2025-06-02 21:25:23,SENSOR_2,AGV_2,ROUTE_1,22.04,24.17,1,detected,1,on,yes,yes,75.87,27.59,36.21,high,no,no,93.79,stop
2025-06-02 21:26:38,SENSOR_3,AGV_1,ROUTE_1,39.17,47.7,0,not detected,0,off,yes,no,94.95,74.8,23.09,medium,no,no,86.94,slow
2025-06-02 21:27:54,SENSOR_3,AGV_5,ROUTE_2,81.29,73.26,0,not detected,0,off,no,no,66.69,62.38,24.86,low,no,no,87.97,stop
2025-06-02 21:29:10,SENSOR_2,AGV_3,ROUTE_1,36.94,33.83,1,detected,1,on,yes,no,74.22,32.36,29.24,medium,yes,no,85.45,slow
2025-06-02 21:30:25,SENSOR_2,AGV_5,ROUTE_1,105.8,61.16,1,detected,1,on,no,no,5.92,34.55,33.64,low,no,yes,74.5,turn
2025-06-02 21:31:41,SENSOR_3,AGV_3,ROUTE_1,139.95,60.89,0,not detected,0,off,no,no,87.83,40.76,28.96,low,no,no,87.55,turn
2025-06-02 21:32:56,SENSOR_3,AGV_4,ROUTE_1,150.06,75.45,0,not detected,0,off,no,no,76.75,92.32,35.42,low,no,yes,82.44,turn
2025-06-02 21:34:12,SENSOR_1,AGV_3,ROUTE_3,98.28,81.38,0,not detected,0,off,no,no,27.9,72.73,32.86,low,no,no,65.41,turn
2025-06-02 21:35:28,SENSOR_1,AGV_3,ROUTE_1,66.2,67.14,0,not detected,0,off,no,no,64.19,17.6,24.62,low,no,no,87.01,slow
2025-06-02 21:36:43,SENSOR_1,AGV_1,ROUTE_3,143.98,63.28,0,not detected,0,off,no,no,84.56,20.65,38.01,low,no,yes,90.26,stop
2025-06-02 21:37:59,SENSOR_3,AGV_3,ROUTE_3,97.63,78.62,0,not detected,1,on,no,no,77.35,11.47,29.9,low,no,no,79.59,stop
2025-06-02 21:39:14,SENSOR_3,AGV_3,ROUTE_2,144.94,68.56,0,not detected,0,off,no,no,66.23,41.46,30.32,low,yes,yes,96.53,turn
2025-06-02 21:40:30,SENSOR_1,AGV_3,ROUTE_2,147.52,64.58,0,not detected,1,on,no,no,20.8,52.33,20,low,no,no,94.89,stop
2025-06-02 21:41:46,SENSOR_3,AGV_1,ROUTE_2,21.57,15.33,0,not detected,0,off,yes,yes,36.29,76.35,28.51,high,yes,no,75.66,stop
2025-06-02 21:43:01,SENSOR_2,AGV_1,ROUTE_1,39.86,37.24,1,detected,0,off,yes,no,37.15,43.62,25.45,medium,no,yes,77.84,slow
2025-06-02 21:44:17,SENSOR_2,AGV_5,ROUTE_2,89.76,55.09,0,not detected,0,off,no,no,17.25,22.69,32.24,low,no,no,87.9,turn
2025-06-02 21:45:32,SENSOR_3,AGV_4,ROUTE_1,101.34,66.66,0,not detected,1,on,no,no,53.72,57.08,37.74,low,yes,no,96.19,slow
2025-06-02 21:46:48,SENSOR_3,AGV_3,ROUTE_3,53.22,51.93,0,not detected,0,off,no,no,7.66,54.16,30.2,low,no,no,83.99,turn
2025-06-02 21:48:04,SENSOR_3,AGV_3,ROUTE_1,33.66798416,41.68,1,detected,0,off,yes,no,32.1,33.35,30.7,medium,yes,no,94.67,slow
2025-06-02 21:49:19,SENSOR_3,AGV_3,ROUTE_2,37.55,38.84,0,not detected,1,on,yes,no,21.47,33.34,33.36,medium,yes,no,71.33,slow
2025-06-02 21:50:35,SENSOR_1,AGV_2,ROUTE_3,108.16,56.62,0,not detected,1,on,no,no,32.36,33.54,32.78,low,no,yes,84.89,slow
2025-06-02 21:51:50,SENSOR_2,AGV_5,ROUTE_1,112.77,86.84,1,detected,0,off,no,no,2.71,70.36,26.33,low,no,no,80.8,slow
2025-06-02 21:53:06,SENSOR_3,AGV_2,ROUTE_3,67.61,58.53,0,not detected,0,off,no,no,58.68,39.57,32.2,low,no,yes,93.81,stop
2025-06-02 21:54:22,SENSOR_1,AGV_2,ROUTE_1,172.89,88.06,0,not detected,0,off,no,no,47.94,8.59,29.4,low,no,no,86.7,turn
2025-06-02 21:55:37,SENSOR_1,AGV_2,ROUTE_1,33.4580489,69.02,1,detected,0,off,yes,no,11.2,17.43,29.44,medium,no,no,84.98,slow
2025-06-02 21:56:53,SENSOR_2,AGV_3,ROUTE_3,95.48,83.31,0,not detected,1,on,no,no,39.3,66.86,25.56,low,no,no,72.97,turn
2025-06-02 21:58:08,SENSOR_1,AGV_1,ROUTE_3,174.91,77.91,1,detected,0,off,no,no,43.8,79.65,14.33,low,no,yes,89.69,stop
2025-06-02 21:59:24,SENSOR_1,AGV_3,ROUTE_2,144.94,78.55,1,detected,1,on,no,no,76.29,16.63,31.8,low,no,no,96.61,stop
2025-06-02 22:00:40,SENSOR_3,AGV_2,ROUTE_1,125.39,66.23,0,not detected,0,off,no,no,35.74,92.37,31.56,low,no,no,86.13,slow
2025-06-02 22:01:55,SENSOR_3,AGV_1,ROUTE_1,39.17,47.7,0,not detected,0,off,yes,no,94.95,74.8,23.09,medium,no,no,86.94,slow
2025-06-02 22:03:11,SENSOR_1,AGV_5,ROUTE_1,59.34,59.13,0,not detected,0,off,no,no,3.76,85.38,25.29,low,no,no,87.29,turn
2025-06-02 22:04:26,SENSOR_1,AGV_4,ROUTE_1,31.66994923,66.42,1,detected,0,off,yes,no,54.51,91.58,39.92,medium,no,yes,80.08,slow
2025-06-02 22:05:42,SENSOR_3,AGV_5,ROUTE_1,,55.09,0,not detected,1,on,no,no,11.04,3.38,24.37,low,no,yes,88.2,turn
2025-06-02 22:06:58,SENSOR_1,AGV_4,ROUTE_3,92.71,59.53,0,not detected,1,on,no,no,95.97,76.48,19.26,low,no,no,75.36,turn
2025-06-02 22:08:13,SENSOR_3,AGV_5,ROUTE_3,32.82,35.8,1,detected,0,off,yes,no,84.95,62.02,27.26,medium,no,no,80.34,slow
2025-06-02 22:09:29,SENSOR_2,AGV_2,ROUTE_1,164.81,78.07,0,not detected,0,off,no,no,26.58,71.45,30.27,low,no,yes,96.52,slow
2025-06-02 22:10:44,SENSOR_1,AGV_3,ROUTE_2,147.52,64.58,0,not detected,1,on,no,no,20.8,52.33,20,low,no,no,94.89,stop
2025-06-02 22:12:00,SENSOR_1,AGV_3,ROUTE_1,101.6,45.04,0,not detected,0,off,no,no,53.28,49.46,23.69,low,no,no,89.02,turn
2025-06-02 22:13:16,SENSOR_1,AGV_4,ROUTE_1,23.84800031,43.08,1,detected,0,off,yes,yes,87.37,2.37,41.02,high,no,no,95.92,stop
2025-06-02 22:14:31,SENSOR_2,AGV_5,ROUTE_3,71.74,64.93,0,not detected,1,on,no,no,99.79,50.77,22.45,low,yes,no,89.16,turn
2025-06-02 22:15:47,SENSOR_1,AGV_1,ROUTE_3,127.29,69.84,0,not detected,1,on,no,no,28.28,18.2,29.05,low,no,no,100,stop
2025-06-02 22:17:02,SENSOR_2,AGV_1,ROUTE_1,154.89,74.79,1,detected,0,off,no,no,10.61,8.31,23.85,low,yes,no,95.23,turn
2025-06-02 22:18:18,SENSOR_1,AGV_2,ROUTE_3,153.61,68.26,0,not detected,1,on,no,no,13.38,28.04,40.06,low,yes,yes,65.61,stop
2025-06-02 22:19:34,SENSOR_2,AGV_2,ROUTE_3,140.37,54.2,0,not detected,1,on,no,no,1.98,73.35,33.42,low,no,no,73.43,slow
2025-06-02 22:20:49,SENSOR_2,AGV_5,ROUTE_2,27.82585131,66.5,1,detected,0,off,yes,no,45.58,71.96,31.05,high,no,no,100,slow
2025-06-02 22:22:05,SENSOR_3,AGV_4,ROUTE_2,128.35,73.19,0,not detected,0,off,no,no,81.25,96.88,22.88,low,no,yes,74.08,slow
2025-06-02 22:23:20,SENSOR_2,AGV_4,ROUTE_3,113.39,43.64,0,not detected,0,off,no,no,8.86,49.7,30.08,low,no,no,78.72,turn
2025-06-02 22:24:36,SENSOR_3,AGV_2,ROUTE_1,16.77385787,70.75,1,detected,0,off,yes,yes,78.35,25.64,18.38,high,no,no,74.46,stop
2025-06-02 22:25:52,SENSOR_1,AGV_4,ROUTE_1,22.8233202,68.61,1,detected,0,off,yes,yes,55.53,27.44,29.27,high,yes,no,71.9,stop
2025-06-02 22:27:07,SENSOR_2,AGV_2,ROUTE_1,,47.34,0,not detected,0,off,no,no,40.24,15.46,33.78,low,no,yes,74.69,turn
2025-06-02 22:28:23,SENSOR_2,AGV_3,ROUTE_1,36.94,33.83,1,detected,1,on,yes,no,74.22,32.36,29.24,medium,yes,no,85.45,slow
2025-06-02 22:29:38,SENSOR_3,AGV_2,ROUTE_3,125.43,57.13,0,not detected,0,off,no,no,44.82,27.24,40.4,low,no,no,86.63,slow
2025-06-02 22:30:54,SENSOR_3,AGV_1,ROUTE_1,39.17,47.7,0,not detected,0,off,yes,no,94.95,74.8,23.09,medium,no,no,86.94,slow
2025-06-02 22:32:10,SENSOR_2,AGV_1,ROUTE_3,119.82,64.21,0,not detected,1,on,no,no,24.94,71.38,27.17,low,yes,no,86.63,turn
2025-06-02 22:33:25,SENSOR_3,AGV_2,ROUTE_2,30.98430045,62.61,1,detected,0,off,yes,no,31.5,21.34,22.44,medium,no,no,87.84,slow
2025-06-02 22:34:41,SENSOR_2,AGV_4,ROUTE_3,24.87820508,11.03,1,detected,0,off,yes,no,82.78,6.07,35.54,high,no,no,74.04,slow
2025-06-02 22:35:56,SENSOR_1,AGV_4,ROUTE_1,22.8233202,68.61,1,detected,0,off,yes,yes,55.53,27.44,29.27,high,yes,no,71.9,stop
2025-06-02 22:37:12,SENSOR_3,AGV_4,ROUTE_1,27.21,19.44,0,not detected,0,off,yes,yes,15.61,48.34,27.55,high,no,yes,92.26,stop
2025-06-02 22:38:28,SENSOR_1,AGV_2,ROUTE_3,90.12,65.62,0,not detected,1,on,no,no,25.91,74.47,38.73,low,yes,no,80.55,turn
2025-06-02 22:39:43,SENSOR_1,AGV_2,ROUTE_3,130.08,52.83,0,not detected,0,off,no,no,49.67,2.67,33.23,low,no,no,69.99,turn
2025-06-02 22:40:59,SENSOR_1,AGV_2,ROUTE_3,82.38,73.22,0,not detected,1,on,no,no,55.35,21.25,22.02,low,yes,no,91.49,slow
2025-06-02 22:42:14,SENSOR_1,AGV_5,ROUTE_2,68.34,68.3,1,detected,1,on,no,no,40.69,71.78,37.62,low,yes,no,66.97,slow
2025-06-02 22:43:30,SENSOR_2,AGV_3,ROUTE_2,109.6787284,43.86,1,detected,0,off,no,no,25.07,33.14,26.01,low,no,no,82.87,slow
2025-06-02 22:44:46,SENSOR_3,AGV_2,ROUTE_1,136.39,53.37,1,detected,1,on,no,no,50.11,88.71,29.57,low,yes,yes,72.73,stop
2025-06-02 22:46:01,SENSOR_3,AGV_3,ROUTE_1,33.66798416,41.68,1,detected,0,off,yes,no,32.1,33.35,30.7,medium,yes,no,94.67,slow
2025-06-02 22:47:17,SENSOR_2,AGV_2,ROUTE_2,25.62530907,58.45,1,detected,0,off,yes,yes,98.9,39.92,27.35,high,no,no,79.96,stop
2025-06-02 22:48:32,SENSOR_1,AGV_1,ROUTE_1,137.85,62.55,0,not detected,1,on,no,no,44.1,12.78,33.47,low,no,yes,79.48,turn
2025-06-02 22:49:48,SENSOR_3,AGV_5,ROUTE_1,37.64469763,29.48,1,detected,0,off,yes,no,46.16,87.76,32.51,medium,no,no,80.75,slow
2025-06-02 22:51:04,SENSOR_1,AGV_2,ROUTE_3,108.16,56.62,0,not detected,1,on,no,no,32.36,33.54,32.78,low,no,yes,84.89,slow
2025-06-02 22:52:19,SENSOR_3,AGV_3,ROUTE_2,19.77893385,67.89,1,detected,0,off,yes,yes,60.56,60.56,27.15,high,no,no,80.69,stop
2025-06-02 22:53:35,SENSOR_3,AGV_4,ROUTE_1,37.47,37.74,0,not detected,0,off,yes,no,15.56,35.86,37.84,medium,no,no,75.27,slow
2025-06-02 22:54:50,SENSOR_1,AGV_4,ROUTE_1,47.21,39.75,0,not detected,1,on,no,no,48.4,44.1,30.78,medium,no,no,100,turn
2025-06-02 22:56:06,SENSOR_3,AGV_1,ROUTE_2,17.22032466,58.8,1,detected,0,off,yes,no,22.68,40.66,21.21,high,no,no,83.07,slow
2025-06-02 22:57:22,SENSOR_1,AGV_4,ROUTE_3,79.77,55.64,0,not detected,1,on,no,no,89.39,9.96,24.18,low,yes,no,83.4,stop
2025-06-02 22:58:37,SENSOR_2,AGV_5,ROUTE_2,89.43,30.21,0,not detected,1,on,no,no,80.14,85.26,35.19,low,no,no,85.4,turn
2025-06-02 22:59:53,SENSOR_2,AGV_4,ROUTE_1,112.16,66.65,0,not detected,0,off,no,no,54.56,61.13,31.26,low,yes,no,83.56,stop
2025-06-02 23:01:08,SENSOR_3,AGV_3,ROUTE_1,113.42,68.39,1,detected,0,off,no,no,65.17,68.24,27.59,low,no,no,54.01,turn
2025-06-02 23:02:24,SENSOR_3,AGV_1,ROUTE_2,21.57,15.33,0,not detected,0,off,yes,yes,36.29,76.35,28.51,high,yes,no,75.66,stop
2025-06-02 23:03:40,SENSOR_3,AGV_2,ROUTE_2,53.37,45.69,0,not detected,0,off,no,no,41.62,45.54,38.61,low,yes,no,71.01,slow
2025-06-02 23:04:55,SENSOR_1,AGV_1,ROUTE_3,143.98,63.28,0,not detected,0,off,no,no,84.56,20.65,38.01,low,no,yes,90.26,stop
2025-06-02 23:06:11,SENSOR_2,AGV_5,ROUTE_3,48.13,45.1,0,not detected,1,on,no,no,69.86,73.62,29.66,medium,no,no,66.44,turn
2025-06-02 23:07:26,SENSOR_3,AGV_3,ROUTE_3,91.77,51.57,1,detected,0,off,no,no,55.79,58.23,28.61,low,no,no,89.72,turn
2025-06-02 23:08:42,SENSOR_2,AGV_4,ROUTE_2,87.55,70.98,0,not detected,1,on,no,no,7.48,33.68,28.32,low,yes,no,91.34,stop
2025-06-02 23:09:58,SENSOR_3,AGV_4,ROUTE_1,37.12,33.91,0,not detected,1,on,yes,no,96.21,66.22,33.81,medium,no,no,71.72,slow
2025-06-02 23:11:13,SENSOR_2,AGV_1,ROUTE_3,117.12,37.97,0,not detected,0,off,no,no,36.15,74.38,25.44,low,no,no,85.83,stop
2025-06-02 23:12:29,SENSOR_3,AGV_5,ROUTE_2,24.20619465,56.95,1,detected,0,off,yes,yes,46.43,36.71,20.15,high,no,no,84.88,stop
2025-06-02 23:13:44,SENSOR_2,AGV_3,ROUTE_1,116.6,54.63,0,not detected,0,off,no,no,95.47,37.55,36.48,low,no,no,91.35,slow
2025-06-02 23:15:00,SENSOR_3,AGV_1,ROUTE_3,110.59,72.74,1,detected,1,on,no,no,74.03,23.94,33.91,low,yes,yes,87.62,turn
2025-06-02 23:16:16,SENSOR_1,AGV_1,ROUTE_1,109.91,60.94,0,not detected,1,on,no,no,75.27,18.54,24.59,low,no,no,81.57,stop
2025-06-02 23:17:31,SENSOR_2,AGV_5,ROUTE_3,85.85,44.62,0,not detected,0,off,no,no,71.12,49.37,23.22,low,no,no,85.8,turn
2025-06-02 23:18:47,SENSOR_3,AGV_5,ROUTE_1,37.64469763,29.48,1,detected,0,off,yes,no,46.16,87.76,32.51,medium,no,no,80.75,slow
2025-06-02 23:20:02,SENSOR_3,AGV_2,ROUTE_2,53.37,45.69,0,not detected,0,off,no,no,41.62,45.54,38.61,low,yes,no,71.01,slow
2025-06-02 23:21:18,SENSOR_1,AGV_2,ROUTE_3,153.61,68.26,0,not detected,1,on,no,no,13.38,28.04,40.06,low,yes,yes,65.61,stop
2025-06-02 23:22:34,SENSOR_3,AGV_3,ROUTE_1,46.57,44.67,0,not detected,1,on,no,no,14.41,63.48,29.86,medium,yes,no,91.3,slow
2025-06-02 23:23:49,SENSOR_1,AGV_1,ROUTE_3,143.98,63.28,0,not detected,0,off,no,no,84.56,20.65,38.01,low,no,yes,90.26,stop
2025-06-02 23:25:05,SENSOR_1,AGV_5,ROUTE_1,157.54,52.14,0,not detected,0,off,no,no,63.7,59.59,28.39,low,no,no,87.98,stop
2025-06-02 23:26:20,SENSOR_1,AGV_1,ROUTE_3,24.62074536,70.11,1,detected,0,off,yes,yes,28.72,0.34,34.61,high,no,yes,90.76,stop
2025-06-02 23:27:36,SENSOR_3,AGV_4,ROUTE_1,,77.95,1,detected,0,off,no,no,61.93,23.72,23.43,low,no,no,91.2,turn
2025-06-02 23:28:52,SENSOR_3,AGV_1,ROUTE_2,98.5,71.01,1,detected,0,off,no,no,80.62,40.97,31.37,low,no,no,57.42,slow
2025-06-02 23:30:07,SENSOR_1,AGV_5,ROUTE_2,139.12,62.79,0,not detected,0,off,no,no,64.15,92.61,33.99,low,yes,yes,76.79,turn
2025-06-02 23:31:23,SENSOR_1,AGV_3,ROUTE_1,173.45,76.59,0,not detected,0,off,no,no,4.8,86.11,31.3,low,no,no,76.83,turn
2025-06-02 23:32:38,SENSOR_2,AGV_5,ROUTE_2,,81.17,0,not detected,1,on,no,no,83.8,83.42,27.04,low,yes,no,82.81,turn
2025-06-02 23:33:54,SENSOR_3,AGV_2,ROUTE_3,37.6,26.77,1,detected,0,off,yes,no,22.7,99.4,31.05,medium,no,yes,80.61,slow
2025-06-02 23:35:10,SENSOR_3,AGV_2,ROUTE_2,90.64,68.33,0,not detected,1,on,no,no,3.16,63.82,25.84,low,no,no,78.15,turn
2025-06-02 23:36:25,SENSOR_1,AGV_2,ROUTE_2,141.44,46.93,0,not detected,0,off,no,no,11.14,60.35,32.81,low,no,no,75.67,turn
2025-06-02 23:37:41,SENSOR_3,AGV_2,ROUTE_1,119.38,59.62,0,not detected,0,off,no,no,69.81,35,37.39,low,no,no,73.02,turn
2025-06-02 23:38:56,SENSOR_1,AGV_1,ROUTE_1,116.36,60.96,0,not detected,1,on,no,no,65.13,93.04,28.71,low,no,no,81.36,turn
2025-06-02 23:40:12,SENSOR_3,AGV_4,ROUTE_1,145.59,62.77,0,not detected,1,on,no,no,53.42,29.63,35.97,low,yes,no,81.77,stop
2025-06-02 23:41:28,SENSOR_3,AGV_3,ROUTE_2,37.55,38.84,0,not detected,1,on,yes,no,21.47,33.34,33.36,medium,yes,no,71.33,slow
2025-06-02 23:42:43,SENSOR_2,AGV_5,ROUTE_1,85.56,77.47,0,not detected,0,off,no,no,86.81,10.05,24.69,low,no,no,87.01,turn
2025-06-02 23:43:59,SENSOR_1,AGV_2,ROUTE_2,166.84,94.1,1,detected,0,off,no,no,20.69,90.11,26.55,low,yes,no,71.07,slow
2025-06-02 23:45:14,SENSOR_3,AGV_4,ROUTE_2,176.49,85.59,0,not detected,0,off,no,no,12.11,80.15,26.8,low,yes,yes,73.13,turn
2025-06-02 23:46:30,SENSOR_1,AGV_4,ROUTE_3,79.77,55.64,0,not detected,1,on,no,no,89.39,9.96,24.18,low,yes,no,83.4,stop
2025-06-02 23:47:46,SENSOR_1,AGV_3,ROUTE_2,89.48,70.3,0,not detected,1,on,no,no,55.87,27.08,29.92,low,no,no,79.49,turn
2025-06-02 23:49:01,SENSOR_3,AGV_3,ROUTE_1,137.16,59.16,1,detected,1,on,no,no,46.61,95.53,31.8,low,no,no,83.33,turn
2025-06-02 23:50:17,SENSOR_3,AGV_2,ROUTE_1,112.26,91.78,0,not detected,0,off,no,no,69.64,50.85,30.3,low,no,no,99.85,stop
2025-06-02 23:51:32,SENSOR_1,AGV_2,ROUTE_1,62.68,52.75,0,not detected,0,off,no,no,73.26,14.39,26.96,low,no,no,100,turn
2025-06-02 23:52:48,SENSOR_1,AGV_5,ROUTE_2,35.91,39.01,0,not detected,1,on,yes,no,46.83,74.5,26.55,medium,no,no,92.17,slow
2025-06-02 23:54:04,SENSOR_2,AGV_3,ROUTE_1,116.6,54.63,0,not detected,0,off,no,no,95.47,37.55,36.48,low,no,no,91.35,slow
2025-06-02 23:55:19,SENSOR_3,AGV_4,ROUTE_2,128.35,73.19,0,not detected,0,off,no,no,81.25,96.88,22.88,low,no,yes,74.08,slow
2025-06-02 23:56:35,SENSOR_3,AGV_2,ROUTE_1,125.39,66.23,0,not detected,0,off,no,no,35.74,92.37,31.56,low,no,no,86.13,slow
2025-06-02 23:57:50,SENSOR_3,AGV_5,ROUTE_1,37.64469763,29.48,1,detected,0,off,yes,no,46.16,87.76,32.51,medium,no,no,80.75,slow
2025-06-02 23:59:06,SENSOR_1,AGV_4,ROUTE_3,145.05,66.2,0,not detected,0,off,no,no,23.42,35.09,32.8,low,no,no,89.98,stop
2025-06-03 00:00:22,SENSOR_2,AGV_1,ROUTE_1,39.86,37.24,1,detected,0,off,yes,no,37.15,43.62,25.45,medium,no,yes,77.84,slow
2025-06-03 00:01:37,SENSOR_3,AGV_3,ROUTE_3,81.74,48.54,0,not detected,0,off,no,no,6.5,10,30.1,low,no,no,84.53,stop
2025-06-03 00:02:53,SENSOR_2,AGV_5,ROUTE_2,32.91,33.78,0,not detected,0,off,yes,no,98.69,26.17,33.03,medium,no,no,95.72,slow
2025-06-03 00:04:08,SENSOR_1,AGV_3,ROUTE_3,,42.52,0,not detected,0,off,no,no,81.98,47.55,33.6,low,no,yes,88.89,stop
2025-06-03 00:05:24,SENSOR_2,AGV_4,ROUTE_1,156.36,78.1,1,detected,0,off,no,no,39.4,99.86,28.7,low,no,no,80.74,turn
2025-06-03 00:06:40,SENSOR_2,AGV_1,ROUTE_3,117.12,37.97,0,not detected,0,off,no,no,36.15,74.38,25.44,low,no,no,85.83,stop
2025-06-03 00:07:55,SENSOR_2,AGV_1,ROUTE_3,32.55597939,59.52,1,detected,0,off,yes,no,8.66,57.59,32.24,medium,no,no,80.18,slow
2025-06-03 00:09:11,SENSOR_1,AGV_5,ROUTE_3,69.35,57.41,0,not detected,0,off,no,no,46.14,24.14,16.86,low,no,no,64.08,turn
2025-06-03 00:10:26,SENSOR_2,AGV_4,ROUTE_3,137.04,46.5,0,not detected,1,on,no,no,72.64,39.2,28.95,low,yes,no,96,turn
2025-06-03 00:11:42,SENSOR_3,AGV_4,ROUTE_1,37.12,33.91,0,not detected,1,on,yes,no,96.21,66.22,33.81,medium,no,no,71.72,slow
2025-06-03 00:12:58,SENSOR_3,AGV_5,ROUTE_2,81.29,73.26,0,not detected,0,off,no,no,66.69,62.38,24.86,low,no,no,87.97,stop
2025-06-03 00:14:13,SENSOR_3,AGV_5,ROUTE_3,32.82,35.8,1,detected,0,off,yes,no,84.95,62.02,27.26,medium,no,no,80.34,slow
2025-06-03 00:15:29,SENSOR_3,AGV_5,ROUTE_3,36.44,37.93,0,not detected,1,on,yes,no,60.69,74.51,33.77,medium,no,no,97.8,slow
2025-06-03 00:16:44,SENSOR_1,AGV_4,ROUTE_2,131.87,59.76,1,detected,1,on,no,no,95.96,63.62,20.17,low,no,yes,81.3,turn
2025-06-03 00:18:00,SENSOR_3,AGV_4,ROUTE_1,22.1670829,53.68,1,detected,0,off,yes,no,28.28,24.9,16.21,high,yes,no,80.76,slow
2025-06-03 00:19:16,SENSOR_2,AGV_2,ROUTE_3,51.75,39.92,1,detected,1,on,no,no,61.42,59.42,39.2,low,no,no,94.13,turn
2025-06-03 00:20:31,SENSOR_1,AGV_1,ROUTE_2,150.91,87.26,0,not detected,1,on,no,no,10.29,56.5,28.89,low,no,yes,100,stop
2025-06-03 00:21:47,SENSOR_2,AGV_2,ROUTE_3,87.26,58.1,1,detected,1,on,no,no,62.93,53.1,37.26,low,no,no,87.98,turn
2025-06-03 00:23:02,SENSOR_3,AGV_5,ROUTE_1,104.32,89.47,0,not detected,1,on,no,no,4.1,87.62,37.69,low,no,no,94.28,slow
2025-06-03 00:24:18,SENSOR_1,AGV_1,ROUTE_3,56.58,53.9,0,not detected,0,off,no,no,65.42,80.55,27.89,low,no,no,100,turn
2025-06-03 00:25:34,SENSOR_2,AGV_5,ROUTE_2,32.91,33.78,0,not detected,0,off,yes,no,98.69,26.17,33.03,medium,no,no,95.72,slow
2025-06-03 00:26:49,SENSOR_3,AGV_2,ROUTE_3,36.17,33.77,0,not detected,1,on,yes,no,19.54,82.15,25.98,medium,no,no,79.83,slow
2025-06-03 00:28:05,SENSOR_1,AGV_4,ROUTE_1,34.21,36.35,0,not detected,0,off,yes,no,32.32,97.41,28.18,medium,yes,no,79.33,slow
2025-06-03 00:29:20,SENSOR_2,AGV_3,ROUTE_3,73.74033146,46.7,1,detected,0,off,no,no,13.24,56.13,30.29,low,no,no,87.47,stop
2025-06-03 00:30:36,SENSOR_1,AGV_4,ROUTE_3,82.67,69.58,0,not detected,1,on,no,no,63.71,49.64,21.99,low,no,yes,77.61,turn
2025-06-03 00:31:52,SENSOR_2,AGV_2,ROUTE_3,140.37,54.2,0,not detected,1,on,no,no,1.98,73.35,33.42,low,no,no,73.43,slow
2025-06-03 00:33:07,SENSOR_3,AGV_2,ROUTE_2,38.45,36.3,0,not detected,0,off,yes,no,35.51,32.81,34.06,medium,no,no,81.02,slow
2025-06-03 00:34:23,SENSOR_3,AGV_1,ROUTE_2,29.05186733,69.57,1,detected,0,off,yes,yes,41.99,75.33,31.98,high,no,no,90.21,stop
2025-06-03 00:35:38,SENSOR_1,AGV_2,ROUTE_1,94.68,49.36,0,not detected,0,off,no,no,62.01,29.54,26.18,low,no,no,85.71,turn
2025-06-03 00:36:54,SENSOR_2,AGV_5,ROUTE_3,29.2209258,91.21,1,detected,0,off,yes,yes,88.44,27.87,28.42,high,no,no,87.59,stop
2025-06-03 00:38:10,SENSOR_3,AGV_2,ROUTE_1,67.75,53,0,not detected,0,off,no,no,1.08,35.34,27.55,low,no,no,98.16,turn
